11716850	The effects of CHEMICALIN (CHEMICALIN), a new anti-diabetic drug, on GENEIN and GENEIN secretion: comparison with the CHEMICALNOTIN and CHEMICALNOTIN. CHEMICALIN (CHEMICALIN), a new anti-diabetic drug, is thought to stimulate GENEIN secretion by closing the GENEIN in pancreatic beta-cells. However, its selectivity for the various GENENOTIN is not known. In this study, we examined the effects of CHEMICALNOTIN on various cloned GENENOTIN (GENENOTIN/GENENOTIN, GENENOTIN/GENENOTIN, and GENENOTIN/GENENOTIN) reconstituted in COS-1 cells, and compared them to another CHEMICALNOTIN-related compound, CHEMICALNOTIN. Patch-clamp analysis using inside-out recording configuration showed that CHEMICALIN inhibits the GENEIN/GENEIN channel currents in a dose-dependent manner (IC50 value, 100 nM) but does not significantly inhibit either GENEIN/GENEIN or GENEIN/GENEIN channel currents even at high doses (more than 10 microM). CHEMICALIN inhibits GENEIN/GENEIN and GENEIN/GENEIN channels at 100 nM, and inhibits GENEIN/GENEIN channels at high concentrations (1 microM). Binding experiments on CHEMICALIN, CHEMICALIN, and CHEMICALIN to GENEIN expressed in COS-1 cells revealed that they inhibit the binding of CHEMICALIN to GENEIN (IC50 values: CHEMICALIN, 280 nM; CHEMICALIN, 8 microM; CHEMICALIN, 1.6 microM), suggesting that they all share a CHEMICALIN binding site. The GENEIN responses to CHEMICALIN, CHEMICALIN, CHEMICALIN, and CHEMICALIN in MIN6 cells after chronic CHEMICALIN, CHEMICALIN, or CHEMICALIN treatment were comparable to those after chronic CHEMICALIN and CHEMICALIN treatment. These results indicate that, similar to the CHEMICALIN, CHEMICALIN is highly specific to the GENEIN/GENEIN complex, i.e., the pancreatic beta-cell GENEIN, and suggest that CHEMICALIN may be a clinically useful anti-diabetic drug.
23487168	A systematic comparison of the properties of clinically used GENENOTIN antagonists. GENENOTIN antagonists (ARBs) have become an important drug class in the treatment of hypertension and heart failure and the protection from diabetic nephropathy. Eight ARBs are clinically available [CHEMICALNOTIN, CHEMICALNOTIN, CHEMICALNOTIN, CHEMICALNOTIN, CHEMICALNOTIN, CHEMICALNOTIN, CHEMICALNOTIN, CHEMICALNOTIN]. CHEMICALNOTIN (in some countries), CHEMICALNOTIN, and CHEMICALNOTIN are orally administered as prodrugs, whereas the blocking action of some is mediated through active metabolites. On the basis of their chemical structures, ARBs use different binding pockets in the receptor, which are associated with differences in dissociation times and, in most cases, apparently insurmountable antagonism. The physicochemical differences between ARBs also manifest in different tissue penetration, including passage through the blood-brain barrier. Differences in binding mode and tissue penetration are also associated with differences in pharmacokinetic profile, particularly duration of action. Although generally highly specific for GENEIN, some ARBs, particularly CHEMICALIN, are partial agonists at GENEIN. All of these properties are comprehensively reviewed in this article. Although there is general consensus that a continuous receptor blockade over a 24-hour period is desirable, the clinical relevance of other pharmacological differences between individual ARBs remains to be assessed.
23019138	Diuretic effects of cannabinoids. In vivo effects of cannabinoid (CB) agonists are often assessed using four well-established measures: locomotor activity, hypothermia, cataleptic-like effects, and analgesia. The present studies demonstrate that doses of CB agonists that produce these effects also reliably increase diuresis. Diuretic effects of several CB agonists were measured in female rats over 2 hours immediately after drug injection, and results were compared with hypothermic effects. Direct-acting GENEIN agonists, including CHEMICALIN, CHEMICALIN [CHEMICALIN], CHEMICALIN [CHEMICALIN], and CHEMICALIN [CHEMICALIN], produced dose-dependent increases in diuresis and decreases in colonic temperature, with slightly lower ED(50) values for diuresis than for hypothermia. The highest doses of cannabinoid drugs yielded, on average, 26-32 g/kg urine; comparable effects were obtained with 10 mg/kg CHEMICALNOTIN and 3.0 mg/kg CHEMICALNOTIN (CHEMICALNOTIN). CHEMICALNOTIN (10.0 mg/kg) had lesser effect than other CB agonists, and the GENEIN agonist CHEMICALIN [CHEMICALIN], the CHEMICALNOTIN transport inhibitor CHEMICALIN, and the CB antagonist CHEMICALNOTIN did not have diuretic effects. In further studies, the diuretic effects of the GENEIN agonist CHEMICALIN were similar in male and female rats, displayed a relatively rapid onset to action, and were dose-dependently antagonized by 30 minutes pretreatment with CHEMICALIN, but not by the GENEIN antagonist CHEMICALIN, nor were the effects of CHEMICALIN antagonized by the GENEIN antagonist CHEMICALIN [CHEMICALIN]. These data indicate that cannabinoids have robust diuretic effects in rats that are mediated via GENENOTIN receptor mechanisms.
12065695	Nonsteroidal anti-inflammatory drugs induce apoptosis in association with activation of GENENOTIN in rheumatoid synovial cells. Nonsteroidal anti-inflammatory drugs (NSAIDs) have been reported to induce apoptosis in a variety of cell lines. In this study, we examined the effect of NSAIDs on the growth and apoptosis of synovial cells from patients with rheumatoid arthritis and analyzed the activation of GENENOTIN (GENENOTIN) as a possible mechanism of action of NSAIDs. Cell proliferation and viability were assessed from CHEMICALNOTIN incorporation and by CHEMICALNOTIN (CHEMICALNOTIN) assay, respectively. The apoptosis of synovial cells was identified by DNA fragmentation assay and terminal deoxynucleotidyl transferase-mediated dUTP nick-end labeling assay. CHEMICALNOTIN, CHEMICALNOTIN, CHEMICALNOTIN, and CHEMICALNOTIN reduced cell proliferation and induced apoptotic cell death in synovial cells, whereas CHEMICALNOTIN and CHEMICALNOTIN did not. CHEMICALIN (CHEMICALIN), a selective GENEIN inhibitor, also inhibited cell proliferation, whereas it did not cause apoptosis. Rheumatoid synovial cells expressed GENEIN mRNA, and the GENEIN ligands CHEMICALIN and CHEMICALIN reduced the proliferation and induced apoptosis in synovial cells. Luciferase reporter assay demonstrated that not only GENENOTIN ligands but also NSAIDs, which could induce apoptosis, increased the activation of GENENOTIN in synovial cells. Furthermore, the ability of NSAIDs and GENENOTIN ligands to stimulate the activation of GENENOTIN correlated with their ability to decrease cell viability(r = 0.92, p < 0.01) and ability to induce DNA fragmentation (r = 0.97, p < 0.001) in synovial cells. These results suggest that GENENOTIN is an attractive target for induction of apoptosis in rheumatoid synovial cells and that the activation of the GENENOTIN pathway is associated with the apoptotic action of NSAIDs.
23214423	Anisotropy of chemical bonding in semifluorinated graphite C2F revealed with angle-resolved X-ray absorption spectroscopy. Highly oriented pyrolytic graphite characterized by a low misorientation of crystallites is fluorinated using a gaseous mixture of BrF(3) with Br(2) at room temperature. The golden-colored product, easily delaminating into micrometer-size transparent flakes, is an intercalation compound where Br(2) molecules are hosted between fluorinated graphene layers of approximate C(2)F composition. To unravel the chemical bonding in semifluorinated graphite, we apply angle-resolved near-edge X-ray absorption fine structure (NEXAFS) spectroscopy and quantum-chemical modeling. The strong angular dependence of the CK and FK edge NEXAFS spectra on the incident radiation indicates that room-temperature-produced graphite fluoride is a highly anisotropic material, where half of the carbon atoms are covalently bonded with fluorine, while the rest of the carbon atoms preserve π electrons. Comparison of the experimental CK edge spectrum with theoretical spectra plotted for C(2)F models reveals that fluorine atoms are more likely to form chains. This conclusion agrees with the atomic force microscopy observation of a chain-like pattern on the surface of graphite fluoride layers.
16840830	Two novel mutations in the GENENOTIN gene in subjects with multiple endocrine neoplasia-1. Multiple endocrine neoplasia type 1 (GENENOTIN) is characterized by parathyroid, enteropancreatic endocrine and pituitary adenomas as well as germline mutation of the GENENOTIN gene. We describe 2 families with GENENOTIN with novel mutations in the GENENOTIN gene. One family was of Turkish origin, and the index patient had primary hyperparathyroidism (PHPT) plus a prolactinoma; three relatives had PHPT only. The index patient in the second family was a 46-yr-old woman of Chinese origin living in Taiwan. This patient presented with a complaint of epigastric pain and watery diarrhea over the past 3 months, and had undergone subtotal parathyroidectomy and enucleation of pancreatic islet cell tumor about 10 yr before. There was also a prolactinoma. Sequence analysis of the GENENOTIN gene from leukocyte genomic DNA revealed heterozygous mutations in both probands. The Turkish patient and her affected relatives all had a heterozygous GENENOTIN (GENENOTIN) of exon 10 of GENEIN that results in a replacement of CHEMICALIN by CHEMICALIN. The Chinese index patient and one of her siblings had a heterozygous mutation at codon 418 of exon 9 (GENENOTIN) that results in a substitution of CHEMICALNOTIN by CHEMICALNOTIN. In conclusion, we have identified 2 novel missense mutations in the GENENOTIN gene.
15736931	Mutation of CHEMICALIN 228 to CHEMICALIN enhances the GENEIN activity of GENEIN. GENEIN (GENEIN) normally transfers CHEMICALNOTIN from CHEMICALIN to CHEMICALNOTIN in the presence of CHEMICALNOTIN ion (GENEIN activity) and also transfers CHEMICALNOTIN from CHEMICALIN to CHEMICALNOTIN (GENEIN activity), albeit at only 0.3% efficiency. In addition, GENENOTIN (GENENOTIN) enhances this GENENOTIN activity more than 25 times. Comparison of the crystal structures of CHEMICALIN- and CHEMICALIN-bound GENEIN reveals that the CHEMICALNOTIN group in both CHEMICALNOTIN and CHEMICALNOTIN moieties forms a CHEMICALNOTIN bond with the side chain CHEMICALIN group of Glu317. The orientation of the CHEMICALIN causes a steric hindrance to the side chain CHEMICALIN group of Glu317, accounting for the enzyme's low GENEIN activity. In this study, we show that mutation of Arg228, a residue in the vicinity of Glu317, to CHEMICALIN (GENENOTIN-GENEIN) results in a 15-fold higher GENEIN activity, which is further enhanced by LA to nearly 25% of the GENEIN activity of the wild type. The kinetic parameters indicate that the main effect of the mutation of Arg228 to CHEMICALIN is on the k(cat) of GENEIN, which increases 3-4-fold, both in the absence and in the presence of LA; simultaneously, the k(cat) for the GENENOTIN reaction is reduced 30-fold. The crystal structure of GENEIN-GENEIN complexed with LA, CHEMICALIN, and CHEMICALIN determined at 1.9 A resolution shows that the Asp318 side chain exhibits a minor alternate conformation, compared to that in the wild type. This alternate conformation now causes a steric hindrance to the CHEMICALIN group of the CHEMICALIN moiety of CHEMICALIN, probably causing the dissociation of CHEMICALIN and the reduced k(cat) of the GENEIN reaction.
23414802	Discovery of novel CHEMICALIN derivatives as GENEIN inhibitors. GENENOTIN is a novel GENENOTIN that has been implicated in the invasion and metastasis of colon cancer cells. In this study, a novel series of CHEMICALIN derivatives were synthesized and evaluated for inhibiting GENEIN GENEIN activity and suppressing cancer cell invasion. These derivatives demonstrated good inhibitory activity against GENENOTIN GENENOTIN, which correlated with the promising anti-invasive activity of colon cancer cells overexpressing GENENOTIN.
23578689	Conformationally restricted homotryptamines. Part 6: Indole-5-cycloalkyl methylamines as selective serotonin reuptake inhibitors. Racemic 5-(trans-2-aminomethylcyclopropyl)indoles, 5-(trans-2-aminomethylcyclopentyl) indoles, and 5-(cis-2-aminomethylcyclopentyl)indoles were synthesized and evaluated as selective serotonin reuptake inhibitors. These analogs followed SAR trends similar to those previously reported for 3-cycloalkyl substituted indoles. The most potent analogs exhibited single digit nanomolar inhibition at the human serotonin transporter but were 10-fold less active than the previously reported compounds.
15908512	GENENOTIN-mediated enhancement of hippocampal CA3 network activity. CHEMICALNOTIN is an endogenous neurotransmitter distributed throughout the mammalian brain. In higher cortical structures such as the hippocampus, CHEMICALIN, via GENEIN (GENEIN) activation, has been shown to reinforce the cognitive processes of attention and memory. In this study, we investigated the effect of GENENOTIN activation on hippocampal cornu ammonis 3 (CA3) network activity. GENENOTIN expression was first determined using immunocytochemistry with antibodies against GENENOTIN, which were found to be exceptionally dense in hippocampal CA3 pyramidal neurons. CA3 network activity was then examined in vitro using field potential recordings in rat brain slices. The selective GENEIN agonist CHEMICALIN caused an enhancement of hippocampal CA3 network activity, as measured by an increase in frequency of spontaneous burst discharges recorded in the CA3 region. In the presence of GENENOTIN blockade, concentration-response curves for CHEMICALIN, CHEMICALIN, and CHEMICALIN suggested that a GENEIN was involved in this response, and the rank order of potency was CHEMICALIN > CHEMICALIN = CHEMICALIN. Finally, equilibrium dissociation constants (pK(b)) of subtype-selective GENENOTIN antagonists were functionally determined to characterize the GENENOTIN subtype modulating hippocampal CA3 activity. The selective GENEIN antagonists CHEMICALIN and CHEMICALIN blocked CHEMICALIN-induced enhancement, with apparent K(b) values of 85 +/- 36 and 3.9 +/- 1.7 nM, respectively. In contrast, the selective GENEIN antagonists CHEMICALIN and CHEMICALIN inhibited CHEMICALIN-mediated enhancement with apparent low affinities (K(b) of 222 +/- 61 and 9268 +/- 512 nM, respectively). Together, this pharmacological profile of subtype-selective GENENOTIN antagonists indicates that in this model, GENEIN activation is responsible for the enhanced hippocampal CA3 network activity initiated by CHEMICALIN.
14507899	GENEIN agonist CHEMICALIN enhances functional recovery after detachment caused by subretinal injection in normal and rds mice. PURPOSE: To evaluate the effects of CHEMICALNOTIN on the recovery of CHEMICALNOTIN function after experimental CHEMICALNOTIN detachment induced by subretinal injection. METHODS: Subretinal injections of 1 micro L of fluorescent microbeads, saline, or CHEMICALNOTIN (1-200 micro M) were made by the transvitreal method in normal (C57BL/6) mice and in mice heterozygous for the CHEMICALNOTIN degeneration slow (rds) gene. Control, mock-injected animals underwent corneal puncture without injection. Histologic and ERG evaluations were made at 0 to 1 and 8 hours, and 1, 3, 7, 10, 14, and 60 days post injection (PI). DNA fragmentation was evaluated by terminal CHEMICALNOTIN transferase-mediated CHEMICALNOTIN nick end labeling (TUNEL). RESULTS: A single subretinal injection of saline solution containing fluorescent beads caused a histologically evident retinal detachment and distributed the microbeads to almost all the subretinal space. Spontaneous reattachment occurred within 24 hours after injection and was accompanied by evident CHEMICALNOTIN folding that appeared largely resolved by 6 days later. Relative to controls, injection of saline resulted in approximately 40% recovery of dark-adapted a-wave amplitude at 24 hours PI and gradually improved to approximately 90% of controls at 2 months PI. Subretinal injection of saline containing CHEMICALNOTIN (10 micro M) significantly increased rod and cone ERG of normal and rds(+/-) mice at 1 and 10 days PI, when compared with injection of saline alone. Additionally, CHEMICALNOTIN reduced the number of TUNEL-positive photoreceptors and the enhanced rate of reattachment. CONCLUSIONS: Enhancement of ERG recovery by CHEMICALNOTIN is likely due to reduced CHEMICALNOTIN folding and cell death associated with detachment. These results support the use of CHEMICALNOTIN to help restore function after therapies that involve subretinal administration of drugs in animal models of CHEMICALNOTIN diseases.
12904467	Selective antagonism of GENEIN GENEIN-mediated synaptic currents by CHEMICALIN in rat basolateral amygdala neurons. CHEMICALNOTIN is a widely used antiepileptic agent whose mechanism of action is poorly understood. The drug has been reported to interact with various GENENOTIN types, including GENENOTIN. In whole-cell voltage-clamp recordings from principal neurons of the rat basolateral amygdala, CHEMICALIN at low concentrations (IC50, approximately 0.5 microm) selectively inhibited pharmacologically isolated excitatory synaptic currents mediated by GENEIN containing the GENEIN subunit. CHEMICALIN also partially depressed predominantly GENEIN-mediated EPSCs, but with lower efficacy. CHEMICALNOTIN did not alter the degree of facilitation in paired-pulse experiments, and it reduced the amplitude of miniature EPSCs without affecting their frequency, demonstrating that the block of synaptic responses occurs postsynaptically. Inhibition of GENEIN GENEIN could represent a key mechanism underlying the anticonvulsant activity of CHEMICALIN. Moreover, these results support the concept that GENENOTIN GENENOTIN represent a novel target for antiepileptic drug development.
